Actor2Code	Actor2Name	Actor2CountryCode	Actor2KnownGroupCode	Actor2EthnicCode	Actor2Religion1Code	Actor2Religion2Code	Actor2Type1Code	Actor2Type2Code	Actor2Type3Code
CVL	CITIZEN						CVL		
									
									
									
									
NZL	NEW ZEALAND	NZL							
									
GOV	CHIEF EXECUTIVE						GOV		
GOV	CHIEF EXECUTIVE						GOV		
JOR	JORDAN	JOR							
MED	JOURNALIST						MED		
NMR	NORTH AMERICA	NMR							
COP	DETECTIVE						COP		
									
									
CHR	CHRISTIAN				CHR				
GBR	BRITISH	GBR							
NLD	THE NETHERLAND	NLD							
NLD	THE NETHERLAND	NLD							
									
									
									
COD	DR CONGO	COD							
GOV	PREMIER						GOV		
									
									
									
GOV	MINISTRY						GOV		
RUSBUS	MOSCOW	RUS					BUS		
UKR	UKRAINE	UKR							
REB	REBEL						REB		
RWAGOV	RWANDAN	RWA					GOV		
RWA	RWANDAN	RWA							
RWA	RWANDAN	RWA							
									
									
									
NLD	THE NETHERLAND	NLD							
NLD	THE NETHERLAND	NLD							
									
									
SYRREF	SYRIAN	SYR					REF		
SYRREF	SYRIA	SYR					REF		
TONCVL	TONGAN	TON					CVL		
									
									
									
									
RUS	RUSSIA	RUS							
UKRGOV	UKRAINIAN	UKR					GOV		
									
									
									
									
AUS	VICTORIA	AUS							
BUS	COMPANIES						BUS		
CVL	COMMUNITY						CVL		
CVL	VILLAGE						CVL		
CVL	COMMUNITY						CVL		
GOV	PRINCE						GOV		
IGOEUREEC	EUROPEAN COMMISSION	EUR	EEC				IGO		
JEW	JEWISH				JEW				
MED	MEDIA						MED		
MIL	NATIONAL GUARD						MIL		
USABUS	UNITED STATES	USA					BUS		
VEN	VENEZUELA	VEN							
USA	CHARLOTTE	USA							
USA	UNITED STATES	USA							
VEN	VENEZUELA	VEN							
									
LEG	LAWMAKER						LEG		
									
									
LKA	SRI LANKA	LKA							
LKA	SRI LANKA	LKA							
EDU	SCHOOL						EDU		
EUR	EUROPEAN	EUR							
EUR	EUROPEAN	EUR							
EUR	EUROPEAN	EUR							
UKR	UKRAINE	UKR							
MNCUSA	RAYTHEON	USA					MNC		
BUS	COMPANIES						BUS		
GOV	PRIME MINISTER						GOV		
AFG	AFGHANISTAN	AFG							
AFG	AFGHANISTAN	AFG							
AUS	AUSTRALIA	AUS							
BUS	BUSINESS						BUS		
BUS	BUSINESS						BUS		
BUS	SERVER						BUS		
BUS	BUSINESS						BUS		
CHE	GENEVA	CHE							
CHL	CHILE	CHL							
CHL	CHILE	CHL							
COP	POLICE						COP		
COP	POLICE						COP		
CRM	SEX WORKER						CRM		
CVL	COMMUNITY						CVL		
EUR	EUROPEAN	EUR							
FRA	FRENCH	FRA							
GOV	PRIME MINISTER						GOV		
GOV	CABINET						GOV		
IRL	IRELAND	IRL							
LEG	CHAMBER						LEG		
LEG	LAWMAKER						LEG		
LSO	LESOTHO	LSO							
MED	MEDIA						MED		
MEX	MEXICO	MEX							
MIL	MILITARY						MIL		
PTY	POLITICAL PARTY								
TURGOV	TURKEY	TUR					GOV		
USA	UNITED STATES	USA							
USA	DAKOTA	USA							
USA	UNITED STATES	USA							
ZWE	ZIMBABWE	ZWE							
									
CAN	CANADA	CAN							
CAN	CANADA	CAN							
CHL	CHILE	CHL							
CHL	CHILE	CHL							
CHL	CHILE	CHL							
CVL	CIVILIAN						CVL		
DEU	GERMANY	DEU							
DEU	GERMANY	DEU							
FRA	FRANCE	FRA							
FRA	FRANCE	FRA							
GBR	UNITED KINGDOM	GBR							
GBR	LONDON	GBR							
ITA	ITALY	ITA							
ITA	ITALY	ITA							
CVL	COMMUNITY						CVL		
COP	POLICE						COP		
FRA	FRENCH	FRA							
									
									
EDU	UNIVERSITY						EDU		
EDU	UNIVERSITY						EDU		
									
									
USA	MIAMI	USA							
CHE	GENEVA	CHE							
IGOEUREEC	THE EU	EUR	EEC				IGO		
IGOEUREEC	THE EU	EUR	EEC				IGO		
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
COL	COLOMBIAN	COL							
COL	COLOMBIAN	COL							
CVL	CITIZEN						CVL		
CVL	COMMUNITY						CVL		
EDU	ACADEMICS						EDU		
EUR	EUROPE	EUR							
HRV	CROAT	HRV							
IGONAMDEV	INTER AMERICAN DEVELOPMENT BANK	NAM					IGO	DEV	
IGOUNODEVWBK	WORLD BANK		UNO				IGO	DEV	
LAB	EMPLOYEE						LAB		
LAB	UNIONS						LAB		
NLD	NETHERLANDS	NLD							
USA	UNITED STATES	USA							
USA	UNITED STATES	USA							
USA	UNITED STATES	USA							
									
									
									
AFG	AFGHANISTAN	AFG							
AFG	AFGHANISTAN	AFG							
AFG	AFGHANISTAN	AFG							
AFG	AFGHANISTAN	AFG							
CANGOV	ONTARIO	CAN					GOV		
CANGOV	CANADA	CAN					GOV		
CVL	COMMUNITY						CVL		
GOV	GOVERNMENT						GOV		
GOV	PRIME MINISTER						GOV		
GRC	GREEK	GRC							
LAB	WORKER						LAB		
MIL	MILITARY						MIL		
CAN	CANADA	CAN							
GRC	GREEK	GRC							
GRCCVL	GREEK	GRC					CVL		
									
									
									
									
									
BGR	SOFIA	BGR							
CHELEG	SWITZERLAND	CHE					LEG		
CHELEG	SWITZERLAND	CHE					LEG		
MED	NEWS AGENCY						MED		
									
									
MED	NEWS AGENCY						MED		
									
									
AFG	AFGHANISTAN	AFG							
AFG	AFGHANISTAN	AFG							
AFG	AFGHANISTAN	AFG							
AFG	AFGHANISTAN	AFG							
AFG	AFGHANISTAN	AFG							
AFG	AFGHANISTAN	AFG							
									
BUS	INVESTOR						BUS		
									
									
									
AGO	ANGOLA	AGO							
AGO	ANGOLA	AGO							
AGO	ANGOLA	AGO							
EDU	STUDENT						EDU		
GOV	FIRE DEPARTMENT						GOV		
JUD	ATTORNEY						JUD		
JUD	ATTORNEY						JUD		
USA	UNITED STATES	USA							
USA	UNITED STATES	USA							
USALEG	THE US	USA					LEG		
									
									
									
									
									
									
									
									
									
									
									
									
									
BUS	COMPANIES						BUS		
CAN	CANADA	CAN							
EDU	STUDENT						EDU		
EDU	ACADEMICS						EDU		
MNCKOR	HYUNDAI	KOR					MNC		
TUR	TURKEY	TUR							
CAN	CANADA	CAN							
CAN	CANADA	CAN							
AFG	AFGHANISTAN	AFG							
AFG	AFGHANISTAN	AFG							
AFG	AFGHANISTAN	AFG							
AFG	AFGHANISTAN	AFG							
EUR	EUROPEAN	EUR							
EUR	EUROPEAN	EUR							
									
									
									
									
BUS	COMPANIES						BUS		
CVL	CITIZEN						CVL		
GOV	PRESIDENT						GOV		
JEW	JEWISH				JEW				
SGP	SINGAPORE	SGP							
CRM	CRIMINAL						CRM		
AGO	ANGOLA	AGO							
AGO	ANGOLA	AGO							
									
									
									
AFG	AFGHANISTAN	AFG							
AFG	AFGHANISTAN	AFG							
AFG	AFGHANISTAN	AFG							
AFG	AFGHANISTAN	AFG							
EUR	EUROPEAN	EUR							
FRAJUD	FRANCE	FRA					JUD		
									
									
									
									
AFG	AFGHANISTAN	AFG							
AFG	AFGHANISTAN	AFG							
AFG	AFGHANISTAN	AFG							
AFG	AFGHANISTAN	AFG							
EUR	EUROPEAN	EUR							
EUR	EUROPEAN	EUR							
EUR	EUROPEAN	EUR							
GBRMED	UNITED KINGDOM	GBR					MED		
LAB	WORKER						LAB		
MED	JOURNALIST						MED		
LAB	WORKER						LAB		
									
									
									
									
									
MNG	MONGOL	MNG							
YEM	SANAA	YEM							
									
									
									
									
									
									
									
									
									
AUS	AUSTRALIA	AUS							
BEL	BRUSSELS	BEL							
BUS	COMPANIES						BUS		
BUS	INDUSTRY						BUS		
BUS	BANK						BUS		
CVL	COMMUNITY						CVL		
LAB	WORKER						LAB		
NGA	NIGERIA	NGA							
NGA	NIGERIA	NGA							
REB	REBEL GROUP						REB		
UKR	UKRAINE	UKR							
UKR	UKRAINE	UKR							
UKR	UKRAINE	UKR							
UKR	UKRAINIAN	UKR							
USA	UNITED STATES	USA							
USA	UNITED STATES	USA							
CVL	CIVILIAN						CVL		
MIL	MILITARY						MIL		
									
BUS	BUSINESS						BUS		
OPP	RIOTER						OPP		
OPP	RIOTER						OPP		
JEW	JEWISH				JEW				
AFG	AFGHANISTAN	AFG							
AFG	AFGHANISTAN	AFG							
AFG	AFGHANISTAN	AFG							
AFG	AFGHANISTAN	AFG							
EDU	STUDENT						EDU		
									
									
									
BUS	INDUSTRY						BUS		
GOV	PRIME MINISTER						GOV		
GOV	PRIME MINISTER						GOV		
LSO	LESOTHO	LSO							
LSO	LESOTHO	LSO							
LSOGOV	LESOTHO	LSO					GOV		
LSOGOV	LESOTHO	LSO					GOV		
									
									
									
									
ELI	RETIRED						ELI		
ELI	RETIRED						ELI		
									
BUS	BANK						BUS		
GBR	LONDON	GBR							
USA	UNITED STATES	USA							
									
									
									
									
									
MED	NEWS AGENCY						MED		
MIL	MILITARY						MIL		
MIL	MILITARY						MIL		
MIL	MILITARY						MIL		
JPN	JAPAN	JPN							
JPN	JAPAN	JPN							
JPN	JAPAN	JPN							
LSOGOV	LESOTHO	LSO					GOV		
									
									
									
									
AUS	AUSTRALIAN	AUS							
									
									
									
									
CAN	CANADA	CAN							
CAN	CANADA	CAN							
									
ARE	ABU DHABI	ARE							
GOV	KING						GOV		
BUS	COMPANY						BUS		
									
CVL	COMMUNITY						CVL		
									
									
OPP	ACTIVIST						OPP		
BUS	COMPANY						BUS		
									
									
									
									
CAN	CANADA	CAN							
CAN	CANADA	CAN							
SGP	SINGAPORE	SGP							
									
CVL	CITIZEN						CVL		
NZL	NEW ZEALAND	NZL							
NZL	NEW ZEALAND	NZL							
NZL	NEW ZEALAND	NZL							
									
									
									
GOV	PRESIDENT						GOV		
GOV	PRESIDENT						GOV		
									
									
									
									
									
BEL	GHENT	BEL							
BEL	BELGIUM	BEL							
BUS	BUSINESS						BUS		
CVL	IMMIGRANT						CVL		
EDU	SCHOOL						EDU		
GOV	PRINCE						GOV		
GOV	PROVINCIAL OFFICIALS						GOV		
HLH	HOSPITAL						HLH		
JEW	JEWISH				JEW				
JEW	JEWISH				JEW				
JEW	JEWISH				JEW				
MIL	MILITARY						MIL		
MNCKOR	HYUNDAI	KOR					MNC		
RWA	RWANDA	RWA							
USA	VIRGINIA BEACH	USA							
									
USA	THE US	USA							
GHA	GHANA	GHA							
									
									
COP	POLICE FORCE						COP		
UAF	MILITIA						UAF		
									
NGA	NIGERIA	NGA							
BUS	BUSINESS						BUS		
BUS	MANUFACTURER						BUS		
DEU	GERMANY	DEU							
DEUMED	GERMANY	DEU					MED		
GBR	UNITED KINGDOM	GBR							
ISR	ISRAEL	ISR							
JOR	JORDAN	JOR							
JUD	HIGH COURT						JUD		
KEN	KENYA	KEN							
MDV	MALE	MDV							
MED	MEDIA						MED		
MNCUSAMED	GOOGLE	USA					MNC	MED	
NZL	NEW ZEALAND	NZL							
USA	ORLANDO	USA							
USA	JACKSONVILLE	USA							
USA	ORLANDO	USA							
USA	UNITED STATES	USA							
USAGOV	OBAMA	USA					GOV		
chy	CHEYENNE			chy					
GOV	PRESIDENT						GOV		
GOV	PRESIDENT						GOV		
GBRGOV	UNITED KINGDOM	GBR					GOV		
GBRGOV	UNITED KINGDOM	GBR					GOV		
GOV	GOVERNMENT						GOV		
TUR	TURKEY	TUR							
TUR	TURKEY	TUR							
AUSCVL	AUSTRALIA	AUS					CVL		
CAN	CANADA	CAN							
CAN	CANADA	CAN							
CVL	TRAVELLER						CVL		
CVL	COMMUNITY						CVL		
GBR	UNITED KINGDOM	GBR							
GBR	UNITED KINGDOM	GBR							
NGA	NIGERIAN	NGA							
NGA	NIGERIA	NGA							
USA	UNITED STATES	USA							
USA	UNITED STATES	USA							
									
NGA	NIGERIAN	NGA							
NGA	NIGERIAN	NGA							
NGA	NIGERIA	NGA							
CVL	TRAVELLER						CVL		
CVL	TRAVELLER						CVL		
CVL	TRAVELLER						CVL		
CVL	TRAVELLER						CVL		
USA	UNITED STATES	USA							
TUR	TURKIYE	TUR							
									
GOV	MINIST						GOV		
GOV	MINIST						GOV		
TUR	TURKEY	TUR							
TURGOV	RECEP TAYYIP ERDOGAN	TUR					GOV		
TURGOV	RECEP TAYYIP ERDOGAN	TUR					GOV		
BUS	INVESTOR						BUS		
NZL	NEW ZEALAND	NZL							
TUR	TURKEY	TUR							
TUR	TURKEY	TUR							
TUR	TURKEY	TUR							
NZL	NEW ZEALAND	NZL							
									
									
									
									
DEU	GERMANY	DEU							
ITA	ITALIAN	ITA							
MEX	MEXICO	MEX							
AUS	AUSTRALIA	AUS							
AUS	AUSTRALIA	AUS							
HTI	HAITIAN	HTI							
NZL	NEW ZEALAND	NZL							
NZL	NEW ZEALAND	NZL							
NZLCVL	NEW ZEALAND	NZL					CVL		
NZL	NEW ZEALAND	NZL							
NZL	NEW ZEALAND	NZL							
NZL	NEW ZEALAND	NZL							
NZLCVL	NEW ZEALAND	NZL					CVL		
									
									
CVL	COMMUNITY						CVL		
CHN	CHINA	CHN							
CVL	CIVILIAN						CVL		
									
CVL	COMMUNITY						CVL		
JUD	JUDGE						JUD		
MED	MEDIA						MED		
NGA	NIGERIA	NGA							
NGA	NIGERIA	NGA							
USA	KANSAS CITY	USA							
									
ETH	ETHIOPIA	ETH							
JUD	HIGH COURT						JUD		
									
AUS	AUSSIE	AUS							
CODOPP	CONGOLESE	COD					OPP		
GOV	FINANCE MINIST						GOV		
NGA	NIGERIA	NGA							
NZL	NEW ZEALAND	NZL							
									
EUR	EUROPEAN	EUR							
ITA	ITALY	ITA							
ITA	ITALY	ITA							
DEU	GERMANY	DEU							
									
									
									
									
CRM	CRIMINAL						CRM		
JUD	HIGH COURT						JUD		
									
CHRCTH	CATHOLIC				CHR	CTH			
COP	STATE PRISON						COP		
FRAMED	FRANCE	FRA					MED		
VNM	VIETNAM	VNM							
VNM	VIETNAM	VNM							
									
									
AUS	AUSTRALIA	AUS							
AUS	AUSTRALIA	AUS							
BEL	BELGIUM	BEL							
DEU	GERMANY	DEU							
NLD	THE NETHERLAND	NLD							
									
									
CHN	CHINESE	CHN							
COP	POLICE						COP		
CVL	VOTER						CVL		
LEG	CONGRESS						LEG		
LEG	HOUSE OF ASSEMBLY						LEG		
LEG	CONGRESS						LEG		
VNM	HANOI	VNM							
									
									
									
COP	POLICE						COP		
GOV	MAYOR						GOV		
USAGOV	NEW YORK	USA					GOV		
UKR	UKRAINE	UKR							
									
									
DEU	GERMAN	DEU							
DEU	GERMAN	DEU							
GOV	ADMINISTRATION						GOV		
IRNGOV	IRAN	IRN					GOV		
NZL	NEW ZEALAND	NZL							
									
ARE	UNITED ARAB EMIRATES	ARE							
ARE	UNITED ARAB EMIRATES	ARE							
BHR	BAHRAIN	BHR							
BHR	BAHRAIN	BHR							
BHR	BAHRAIN	BHR							
IRN	IRAN	IRN							
IRN	IRAN	IRN							
IRN	IRAN	IRN							
IRN	IRAN	IRN							
SAU	SAUDI ARABIA	SAU							
SAU	SAUDI ARABIA	SAU							
SAU	SAUDI ARABIA	SAU							
BUS	MANUFACTURER						BUS		
									
									
									
USA	UNITED STATES	USA							
									
									
									
COP	PRISON						COP		
EDU	SCHOOL						EDU		
EDU	SCHOOL						EDU		
LEG	LEGISLATOR						LEG		
MIL	AIR FORCE						MIL		
									
									
									
USA	LOUISVILLE	USA							
									
									
									
ESP	SPANISH	ESP							
ESPMED	SPANISH	ESP					MED		
NZL	WELLINGTON	NZL							
NZL	WELLINGTON	NZL							
NZL	WELLINGTON	NZL							
NZL	WELLINGTON	NZL							
									
									
									
CRM	CRIMINAL						CRM		
DEUGOV	GERMAN	DEU					GOV		
USA	NEW YORK	USA							
									
MEXCVL	MEXICO	MEX					CVL		
TUR	TURKEY	TUR							
TUR	TURKEY	TUR							
TUR	TURKEY	TUR							
UKR	UKRAINE	UKR							
UKR	UKRAINE	UKR							
									
									
									
									
									
CHNGOVMIL	CHINA	CHN					GOV	MIL	
GOV	ADMINISTRATION						GOV		
GOVMIL	SECRETARY OF DEFENSE						GOV	MIL	
BUS	COMPANY						BUS		
									
									
									
									
									
AUS	AUSTRALIAN	AUS							
AUSCVL	AUSTRALIAN	AUS					CVL		
COP	POLICE						COP		
GOV	PRESIDENT						GOV		
NGACVL	NIGERIA	NGA					CVL		
NGAGOV	NIGERIA	NGA					GOV		
NGA	NIGERIA	NGA							
									
									
									
									
CHE	SWISS	CHE							
CHE	SWISS	CHE							
CHE	SWISS	CHE							
CHE	SWISS	CHE							
CHECVL	SWISS	CHE					CVL		
CHECVL	SWISS	CHE					CVL		
CHECVL	SWISS	CHE					CVL		
CHECVL	SWISS	CHE					CVL		
CHECVL	SWITZERLAND	CHE					CVL		
LEG	NATIONAL ASSEMBLY						LEG		
LEG	NATIONAL ASSEMBLY						LEG		
TWN	TAIWAN	TWN							
TWN	TAIWAN	TWN							
TWN	TAIWAN	TWN							
TWN	TAIWANESE	TWN							
TWN	TAIWAN	TWN							
TWNCVL	TAIWANESE	TWN					CVL		
VNM	VIETNAM	VNM							
CHE	SWISS	CHE							
CHECVL	SWISS	CHE					CVL		
									
GOVJUD	GOVERNMENT						GOV	JUD	
									
IRN	IRAN	IRN							
RUS	RYAZAN	RUS							
UAF	TERRORIST						UAF		
UAF	TERRORIST						UAF		
									
CVL	TOURIST						CVL		
NZL	NEW ZEALAND	NZL							
NZL	NEW ZEALAND	NZL							
NZL	NEW ZEALAND	NZL							
NZL	NEW ZEALAND	NZL							
NZL	NEW ZEALAND	NZL							
UGAREB	UGANDAN	UGA					REB		
CAN	CANADIAN	CAN							
CVL	CIVILIAN						CVL		
UKR	UKRAINE	UKR							
UKR	UKRAINE	UKR							
MIL	MILITARY						MIL		
									
									
									
									
									
									
									
									
									
AUS	AUSTRALIA	AUS							
AUS	AUSTRALIA	AUS							
AUSGOV	PENNY WONG	AUS					GOV		
DEU	GERMAN	DEU							
GBR	MANCHESTER	GBR							
JPN	JAPAN	JPN							
RUS	RUSSIA	RUS							
UKR	UKRAINE	UKR							
GOVCOPGOVAGR	INSPECTOR GENERAL						GOV	COP	GOV
FRA	FRENCH	FRA							
FRALEG	FRANCE	FRA					LEG		
JPN	JAPANESE	JPN							
									
DEU	GERMAN	DEU							
ELI	RETIRED						ELI		
ELI	RETIRED						ELI		
BUS	BUSINESS						BUS		
BUS	BUSINESS						BUS		
ATG	ANTIGUA AND BARBUDA	ATG							
BUD	BUDDHIST PRIEST				BUD				
BUS	INDUSTRY						BUS		
BUS	INVESTOR						BUS		
BUS	BANK						BUS		
BUS	BUSINESS						BUS		
CAN	YUKON	CAN							
COP	LAW ENFORCEMENT AGENCIES						COP		
COP	LAW ENFORCEMENT AGENCIES						COP		
COP	DETECTIVE						COP		
CRM	THIEF						CRM		
CUBGOV	CUBAN	CUB					GOV		
CVL	POPULATION						CVL		
CVL	NEIGHBORHOOD						CVL		
CVL	COMMUNITY						CVL		
CVLBUS	HUNTER						CVL	BUS	
EDU	STUDENT						EDU		
EDU	STUDENT						EDU		
EDU	INTELLECTUAL						EDU		
ELI	ACTOR						ELI		
ELI	ACTOR						ELI		
FRA	FRENCH	FRA							
GOV	GOVERNMENT OFFICIAL						GOV		
GOV	MINISTRY						GOV		
GOV	FIREFIGHTER						GOV		
IGOBUSOPC	OPEC		OPC				IGO	BUS	
IRQ	ASSUR	IRQ							
JUD	BARRISTER						JUD		
KOR	SOUTH KOREA	KOR							
LEG	CONGRESS						LEG		
MED	JOURNALIST						MED		
MED	TELECOM						MED		
MED	MEDIA						MED		
MYS	SABAH	MYS							
NGO	ROTARY CLUB						NGO		
USA	INDIANA	USA							
LEG	CONGRESS						LEG		
LEG	CONGRESS						LEG		
BUS	BANK						BUS		
CHL	CHILE	CHL							
									
									
									
									
									
BUS	BANK						BUS		
CHN	CHINA	CHN							
scoGOV	SCOTTISH			sco			GOV		
GBR	UNITED KINGDOM	GBR							
IRL	IRELAND	IRL							
IRL	IRELAND	IRL							
IRL	IRELAND	IRL							
NZL	NEW ZEALAND	NZL							
NZL	NEW ZEALAND	NZL							
NZL	NEW ZEALAND	NZL							
OPP	OPPOSITION LEADER						OPP		
OPP	OPPOSITION LEADER						OPP		
OPP	OPPOSITION LEADER						OPP		
GOV	GOVERNMENT						GOV		
GOV	GOVERNMENT						GOV		
LEG	PARLIAMENT						LEG		
MIL	COMMANDER						MIL		
									
LEG	DELEGATE						LEG		
									
									
BUD	BUDDHIST				BUD				
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
CAN	CANADA	CAN							
CAN	CANADA	CAN							
CVL	PROPERTY OWNER						CVL		
EDU	COLLEGE						EDU		
EDULAB	COLLEGE						EDU	LAB	
ESP	SPAIN	ESP							
EUR	EUROPE	EUR							
GOV	GOVERNMENT						GOV		
HLH	HOSPITAL						HLH		
IRN	IRAN	IRN							
JUD	LAWYER						JUD		
MED	MEDIA						MED		
NGA	NIGERIAN	NGA							
PHL	PHILIPPINE	PHL							
CANELI	CANADA	CAN					ELI		
CANELI	CANADA	CAN					ELI		
COP	POLICE						COP		
ARG	ACONCAGUA	ARG							
									
AUS	AUSTRALIA	AUS							
GOV	GOVERNMENT						GOV		
RUS	RUSSIA	RUS							
USAGOV	JOE BIDEN	USA					GOV		
CHN	CHINA	CHN							
NIC	NICARAGUA	NIC							
									
									
									
									
									
CVL	RESIDENTS						CVL		
JOR	JORDAN	JOR							
RUS	RUSSIAN	RUS							
RUSCRM	RUSSIAN	RUS					CRM		
									
GOV	PRIME MINISTER						GOV		
USA	UNITED STATES	USA							
USA	UNITED STATES	USA							
GOV	PRIME MINISTER						GOV		
GOV	PRIME MINISTER						GOV		
									
									
									
									
COP	POLICE OFFICER						COP		
GOV	GOVERNMENT						GOV		
GOV	GOVERNMENT						GOV		
MED	WEBSITE						MED		
REF	REFUGEE						REF		
USA	PITTSBURGH	USA							
USA	UNITED STATES	USA							
RUS	RUSSIA	RUS							
EDU	SCHOOL						EDU		
									
									
									
									
									
									
									
									
									
BUS	INDUSTRY						BUS		
IDN	INDONESIAN	IDN							
LEG	REPRESENTATIVES						LEG		
sco	SCOTTISH			sco					
BUS	INDUSTRY						BUS		
									
									
									
ITA	ITALY	ITA							
ITA	ITALY	ITA							
IGOUNO	UNITED NATIONS		UNO				IGO		
									
BUS	COMPANY						BUS		
EDU	SCHOOL						EDU		
UKR	UKRAINIAN	UKR							
									
									
									
IND	SRINAGAR	IND							
									
GBR	UNITED KINGDOM	GBR							
NGA	NIGERIA	NGA							
NGA	NIGERIA	NGA							
									
									
									
									
									
									
AUS	AUSTRALIA	AUS							
BEN	BENIN	BEN							
BUS	INDUSTRY						BUS		
BUS	INVESTOR						BUS		
CUB	CUBAN	CUB							
CUBGOV	CUBAN	CUB					GOV		
CUBGOV	CUBAN	CUB					GOV		
CVL	COMMUNITY						CVL		
IGOUNO	UNITED NATIONS		UNO				IGO		
OPP	OPPOSITION LEADER						OPP		
OPP	OPPOSITION LEADER						OPP		
OPP	OPPOSITION LEADER						OPP		
SAU	SAUDI ARABIA	SAU							
USA	UNITED STATES	USA							
EDU	SCHOOL						EDU		
									
EDU	STUDENT						EDU		
									
									
									
									
									
GBR	UNITED KINGDOM	GBR							
MED	MEDIA						MED		
MED	MEDIA						MED		
EDU	SCHOOL						EDU		
MEDBUS	TELECOM						MED	BUS	
									
ELI	ACTOR						ELI		
CAN	CANADIAN	CAN							
									
									
									
									
ATG	ANTIGUA AND BARBUDA	ATG							
CVL	COMMUNITY						CVL		
FRA	FRANCE	FRA							
GOV	JUSTICE MINISTER						GOV		
NGAJUD	NIGERIA	NGA					JUD		
									
									
CUB	CUBAN	CUB							
									
GOV	GOVERNMENT						GOV		
GOV	GOVERNMENT						GOV		
GOV	GOVERNMENT						GOV		
ISR	ISRAEL	ISR							
ISR	ISRAEL	ISR							
ISR	ISRAEL	ISR							
									
									
									
GOV	GOVERNMENT						GOV		
									
BLZMIL	BELIZE	BLZ					MIL		
USA	PROVIDENCE	USA							
									
BGD	BANGLADESH	BGD							
									
									
									
BUS	COMPANIES						BUS		
BUS	COMPANIES						BUS		
GHA	GHANA	GHA							
NGAJUD	NIGERIA	NGA					JUD		
NGAJUD	NIGERIA	NGA					JUD		
									
JUD	JUDICIARY						JUD		
JUD	JUDGE						JUD		
COL	COLOMBIA	COL							
COL	COLOMBIA	COL							
LKA	SRI LANKA	LKA							
BUS	CORPORATION						BUS		
FRA	AVIGNON	FRA							
MED	MEDIA						MED		
									
NGA	NIGERIA	NGA							
CVLBUS	HUNTER						CVL	BUS	
PAK	PAKISTAN	PAK							
UKR	UKRAINE	UKR							
UKR	UKRAINE	UKR							
USAGOV	JOE BIDEN	USA					GOV		
									
									
									
									
									
									
									
									
CHN	CHINA	CHN							
EDU	STUDENT						EDU		
EDU	INTELLECTUAL						EDU		
GBR	UNITED KINGDOM	GBR							
GOV	GOVERNMENT						GOV		
GOVAGR	MINIST OF AGRICULTURE						GOV	AGR	
GOVAGR	MINIST OF AGRICULTURE						GOV	AGR	
LAB	EMPLOYEE						LAB		
MIL	ARMY						MIL		
NGOHLHIRC	RED CROSS		IRC				NGO	HLH	
USAJUD	UNITED STATES	USA					JUD		
VEN	VENEZUELA	VEN							
									
									
									
SAU	SAUDI ARABIA	SAU							
USA	UNITED STATES	USA							
									
scoGOV	SCOTTISH			sco			GOV		
scoLEG	SCOTTISH			sco			LEG		
									
									
CHE	SWITZERLAND	CHE							
LBN	LEBANESE	LBN							
LBN	LEBANON	LBN							
USA	AUSTIN	USA							
FRAGOV	FRANCE	FRA					GOV		
AUS	MURRAY	AUS							
CAN	CANADIAN	CAN							
CANGOV	YUKON	CAN					GOV		
CANGOV	ONTARIO	CAN					GOV		
CHE	SWISS	CHE							
COP	POLICE OFFICER						COP		
COP	DEPUTIES						COP		
CVL	RESIDENTS						CVL		
CVL	RESIDENTS						CVL		
GBR	UNITED KINGDOM	GBR							
GBR	BRITISH	GBR							
GOV	MINIST OF FINANCE						GOV		
GOV	GOVERNMENT						GOV		
GOV	FIRE CHIEF						GOV		
LEG	NATIONAL ASSEMBLY						LEG		
MED	MEDIA						MED		
MIL	ARMY						MIL		
MNCUSA	PIMCO	USA					MNC		
NZL	NEW ZEALAND	NZL							
UKR	UKRAINE	UKR							
USA	AUSTIN	USA							
USA	PITTSBURGH	USA							
USA	NEW JERSEY	USA							
USA	SAN DIEGO	USA							
USA	ROCHESTER	USA							
USAHLH	AMERICAN	USA					HLH		
ZWEGOV	ZIMBABWE	ZWE					GOV		
smi	SAMI			smi					
									
